Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
13-Pruebas_Control_Tiempos,Chrome 98.0.4758.102,,,2022-03-03 14:06:20,2022-03-03 14:10:50,"4m - 29,721s",FAILED
,,,,,,,
Test Cases/13.1-Pruebas_control_tiempos/13.1.1-Listado_de_personas,Chrome 98.0.4758.102,,,2022-03-03 14:06:21,2022-03-03 14:07:20,"59,464s",FAILED
"callTestCase(findTestCase(""0.1-Login""), [:], STOP_ON_FAILURE)",Chrome 98.0.4758.102,,,2022-03-03 14:06:21,2022-03-03 14:06:30,"8,454s",PASSED
"setText(findTestObject(""Modulo control tiempo/Listado de Personas/input_Empresa 1_form_templatej_idt24_input""), ""Listado Persona"")",Chrome 98.0.4758.102,,,2022-03-03 14:06:30,2022-03-03 14:06:31,"1,168s",PASSED
"click(findTestObject(""Modulo control tiempo/Listado de Personas/span_Listado Persona""))",Chrome 98.0.4758.102,,,2022-03-03 14:06:31,2022-03-03 14:06:32,"1,392s",PASSED
"if (waitForElementVisible(findTestObject(""Modulo control tiempo/Listado de Personas/td_1010220596""), 1))",Chrome 98.0.4758.102,,,2022-03-03 14:06:32,2022-03-03 14:07:20,"47,907s",PASSED
,,,,,,,
Test Cases/13.1-Pruebas_control_tiempos/13.1.2-Sitios_de_Trabajo,Chrome 98.0.4758.102,,,2022-03-03 14:07:20,2022-03-03 14:07:36,"15,728s",PASSED
"callTestCase(findTestCase(""0.1-Login""), [:], STOP_ON_FAILURE)",Chrome 98.0.4758.102,,,2022-03-03 14:07:21,2022-03-03 14:07:28,"7,687s",PASSED
"setText(findTestObject(""Modulo control tiempo/Sitios_de_Trabajo/input_Empresa 1_form_templatej_idt24_input""), ""listado persona"")",Chrome 98.0.4758.102,,,2022-03-03 14:07:28,2022-03-03 14:07:29,"1,218s",PASSED
"click(findTestObject(""Modulo control tiempo/Sitios_de_Trabajo/span_Listado Persona""))",Chrome 98.0.4758.102,,,2022-03-03 14:07:29,2022-03-03 14:07:31,"1,390s",PASSED
"click(findTestObject(""Modulo control tiempo/Sitios_de_Trabajo/td_1010220596""))",Chrome 98.0.4758.102,,,2022-03-03 14:07:31,2022-03-03 14:07:32,"1,181s",PASSED
"click(findTestObject(""Modulo control tiempo/Sitios_de_Trabajo/a_Sitios de Trabajo""))",Chrome 98.0.4758.102,,,2022-03-03 14:07:32,2022-03-03 14:07:33,"0,670s",PASSED
"click(findTestObject(""Modulo control tiempo/Sitios_de_Trabajo/li_02-Sede Externo""))",Chrome 98.0.4758.102,,,2022-03-03 14:07:33,2022-03-03 14:07:34,"0,875s",PASSED
"if (waitForElementVisible(findTestObject(""Modulo control tiempo/Sitios_de_Trabajo/td_9""), 1))",Chrome 98.0.4758.102,,,2022-03-03 14:07:34,2022-03-03 14:07:35,"1,402s",PASSED
"click(findTestObject(""Modulo control tiempo/Sitios_de_Trabajo/span_Oficina""))",Chrome 98.0.4758.102,,,2022-03-03 14:07:35,2022-03-03 14:07:35,"0,378s",PASSED
