Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
3-Pruebas_Bienestar,Chrome 99.0.4844.82,,,2022-03-24 14:56:59,2022-03-24 15:07:54,"10m - 54,992s",ERROR
,,,,,,,
Test Cases/1.2-Tareas_Secundarias/3.1-Pruebas_Bienestar/3.1.1-Crear_un_Evento,Chrome 99.0.4844.82,,,2022-03-24 14:56:59,2022-03-24 14:59:42,"2m - 42,333s",PASSED
today = new java.util.Date(),Chrome 99.0.4844.82,,,2022-03-24 14:57:00,2022-03-24 14:57:00,"0,011s",PASSED
"Dia = today.format(""dd"")",Chrome 99.0.4844.82,,,2022-03-24 14:57:00,2022-03-24 14:57:00,"0,005s",PASSED
"Mes = today.format(""MM"")",Chrome 99.0.4844.82,,,2022-03-24 14:57:00,2022-03-24 14:57:00,"0,001s",PASSED
"MesN = today.format(""MM"")",Chrome 99.0.4844.82,,,2022-03-24 14:57:00,2022-03-24 14:57:00,"0,001s",PASSED
"Año = today.format(""yyyy"")",Chrome 99.0.4844.82,,,2022-03-24 14:57:00,2022-03-24 14:57:00,"0,001s",PASSED
"AñoN = today.format(""yyyy"")",Chrome 99.0.4844.82,,,2022-03-24 14:57:00,2022-03-24 14:57:00,"0,001s",PASSED
sumaD = Dia + 10,Chrome 99.0.4844.82,,,2022-03-24 14:57:00,2022-03-24 14:57:00,"0,001s",PASSED
sumaM = Mes + 1,Chrome 99.0.4844.82,,,2022-03-24 14:57:00,2022-03-24 14:57:00,"0,000s",PASSED
sumaA = Año + 1,Chrome 99.0.4844.82,,,2022-03-24 14:57:00,2022-03-24 14:57:00,"0,000s",PASSED
if (sumaD > 30),Chrome 99.0.4844.82,,,2022-03-24 14:57:00,2022-03-24 14:57:00,"0,013s",PASSED
if (sumaM > 12),Chrome 99.0.4844.82,,,2022-03-24 14:57:00,2022-03-24 14:57:00,"0,010s",PASSED
"FechaI = Dia + ""/"" + MesN + ""/"" + AñoN",Chrome 99.0.4844.82,,,2022-03-24 14:57:00,2022-03-24 14:57:00,"0,003s",PASSED
"FechaF = sumaD + ""/"" + Mes + ""/"" + Año",Chrome 99.0.4844.82,,,2022-03-24 14:57:00,2022-03-24 14:57:00,"0,007s",PASSED
"callTestCase(findTestCase(""Utilidades-(atajos_para _tareas)/Modulos/Modulo bienestar-eventos""), [:], STOP_ON_FAILURE)",Chrome 99.0.4844.82,,,2022-03-24 14:57:00,2022-03-24 14:57:12,"12,272s",PASSED
"if (waitForElementClickable(findTestObject(""Modulo Pruebas Bienestar/Crear_un_Evento/td_Prueba-S""), 1))",Chrome 99.0.4844.82,,,2022-03-24 14:57:12,2022-03-24 14:57:56,"43,750s",PASSED
"if (waitForElementClickable(findTestObject(""Modulo Pruebas Bienestar/Crear_un_Evento/td_Prueba-S-SH""), 1))",Chrome 99.0.4844.82,,,2022-03-24 14:57:56,2022-03-24 14:58:49,"52,942s",PASSED
"click(findTestObject(""Modulo Pruebas Bienestar/Crear_un_Evento/a_Nuevo""))",Chrome 99.0.4844.82,,,2022-03-24 14:58:49,2022-03-24 14:58:50,"0,900s",PASSED
